RefSeq_accession_number,gene_symbol,gene_name,AO_A12D,C8_A131,BH_A18Q,C8_A130,C8_A138,E2_A154,C8_A12L,A2_A0EX,A7_A0CE,AN_A04A
NP_001098673,RUSC1,RUN and SH3 domain-containing protein 1 isoform a,-3,0,-2,-1,0,0.42,1.88,-0.07,4.16,-1.7
NP_001739,CAPN2,calpain-2 catalytic subunit isoform 1,3,1,1,-1,1,1.77,1.11,1.09,4.16,-0.41
NP_001138775,TMC4,transmembrane channel-like protein 4 isoform 1,6,0,1,1,2,-0.36,0.61,-0.41,4.16,1.61
NP_001007091,C8ORF48,uncharacterized protein C8orf48,-1,2,0,0,1,2.17,0,0,4.15,-1.52
NP_525021,ABCA10,ATP-binding cassette sub-family A member 10,0,0,0,0,0,0,0,0,4.14,1.74
NP_001131080,NA,zinc finger protein 732,4,1,-4,1,2,-0.47,0.48,2.04,4.12,-1.38
NP_872330,ZNF595,zinc finger protein 595,5,0,-6,0,2,-0.31,0.48,2.04,4.12,-1.38
NP_000584,TAP1,antigen peptide transporter 1,5,0,3,-2,0,-4.32,-0.71,-2.83,4.11,-1.18
NP_076427,C1ORF116,specifically androgen-regulated gene protein isoform 1,5,1,0,5,-1,-2,-0.94,1.02,4.11,-1.61
NP_683710,ABHD11,alpha/beta hydrolase domain-containing protein 11 isoform 1,4,0,-2,0,1,1.19,-2.55,-3.56,4.11,-0.87
NP_113623,THAP2,THAP domain-containing protein 2,0,0,3,1,0,0,0,0,4.11,-4.35
NP_110404,SLC2A10,"solute carrier family 2, facilitated glucose transporter member 10",4,1,0,0,6,-0.27,0,0,4.09,1.04
NP_000695,ATP4A,potassium-transporting ATPase alpha chain 1,5,1,2,-2,2,-4.1,0.91,-0.05,4.07,0.27
NP_997080,ADAM15,disintegrin and metalloproteinase domain-containing protein 15 isoform 6 preproprotein,2,2,-1,-1,2,-1.82,1.42,-0.48,4.07,-1.14
NP_057532,DTL,denticleless protein homolog,4,1,-5,1,0,-7,-1.41,-2.32,4.07,-5.58
NP_001020330,CD74,HLA class II histocompatibility antigen gamma chain isoform a,4,1,2,-1,1,-1.96,-0.62,0.02,4.05,-1.34
NP_861452,DPY19L4,probable C-mannosyltransferase DPY19L4,0,0,0,0,3,-4.74,0,0,4.05,1.06
NP_037468,SEC61A1,protein transport protein Sec61 subunit alpha isoform 1,4,0,-1,0,1,-3.89,-0.95,0.07,4.04,2.64
NP_001157915,ANKRD31,putative ankyrin repeat domain-containing protein 31,1,-1,0,-1,0,0,-1.39,0.09,4.04,-4.38
NP_003237,THBS1,thrombospondin-1 precursor,3,-2,-1,-1,3,-0.37,-3.71,-0.33,4.02,0.1
NP_005737,NAMPT,nicotinamide phosphoribosyltransferase precursor,4,3,-1,0,-2,-0.23,2.78,1.11,4.01,-1.83
NP_004854,SPTLC2,serine palmitoyltransferase 2,4,1,-1,-2,3,0.66,-0.19,1.01,4.01,-0.74
NP_001245177,NA,transcription factor Sp6,5,6,-4,0,1,-0.38,0.66,-0.62,4,0.04
NP_997263,C15ORF52,uncharacterized protein C15orf52,2,4,-1,0,3,-4.94,-0.98,-0.31,3.99,1.5
NP_001161693,ALS2CR11,amyotrophic lateral sclerosis 2 chromosomal region candidate gene 11 protein isoform 1,2,0,-6,2,0,0,0,0,3.99,-2.54
NP_001244119,NA,nuclear envelope pore membrane protein POM 121 isoform 1,3,1,0,0,1,-0.14,0.23,-0.69,3.98,-0.3
NP_002438,MST1R,macrophage-stimulating protein receptor isoform 1 preproprotein,3,2,-1,-2,0,0.15,2.71,-0.77,3.96,-1.19
NP_653287,TMC4,transmembrane channel-like protein 4 isoform 2,4,1,1,0,2,-0.13,0.42,-0.5,3.96,1
NP_570899,AMOTL1,angiomotin-like protein 1,0,0,0,0,1,-0.82,0.17,1.06,3.93,-0.14
XP_003960183,NA,PREDICTED: ankyrin repeat domain-containing protein 35-like isoform 2,0,0,-3,0,2,-1.43,-2.8,1.83,3.93,-0.14
NP_775919,NA,coiled-coil domain-containing protein 141,2,2,-1,0,1,-5.27,0.02,1.98,3.92,-3.58
NP_115693,DNAJC30,dnaJ homolog subfamily C member 30 precursor,4,0,0,0,0,0,0,0,3.92,-1.24
NP_078912,STEAP4,metalloreductase STEAP4 isoform 1,4,0,-4,-5,-3,-4.25,-4.32,-5.17,3.91,-2.42
NP_001012241,MSL1,male-specific lethal 1 homolog,2,0,0,0,1,0.45,-1.28,-1.24,3.91,1.7
NP_065773,KIAA1211,uncharacterized protein KIAA1211,1,1,-1,-1,1,-2.94,0.51,1.77,3.91,2.94
NP_001005366,KDM2B,lysine-specific demethylase 2B isoform b,0,1,0,1,2,-0.88,-0.24,-0.1,3.9,-0.17
NP_001018082,BTBD11,ankyrin repeat and BTB/POZ domain-containing protein BTBD11 isoform a,0,0,-3,-1,0,-5.08,0,0,3.9,0.02
NP_036576,SPO11,meiotic recombination protein SPO11 isoform a,-1,0,-1,0,1,0.99,0.21,-1.33,3.89,-0.58
NP_000370,XDH,xanthine dehydrogenase/oxidase,3,0,-2,-6,-6,-6.07,2.39,-2.46,3.88,-1.54
NP_064610,STOX2,storkhead-box protein 2,0,0,-12,-1,4,-8.43,0,0,3.88,-1.04
NP_683759,NSUN5,putative methyltransferase NSUN5 isoform 1,3,0,0,0,-3,-0.06,-0.95,-0.86,3.87,-0.47
NP_065907,TSHZ3,teashirt homolog 3,18,3,-3,2,1,-1.75,-0.01,3.05,3.86,-4.29
NP_652759,RGS3,regulator of G-protein signaling 3 isoform 6,3,3,1,0,0,-1.74,0.63,-0.59,3.86,0.48
NP_004326,BST2,bone marrow stromal antigen 2,3,0,-2,-2,3,-0.8,-4.71,-1.14,3.86,-1.18
NP_932348,CCDC57,coiled-coil domain-containing protein 57,4,3,-1,1,2,-3.88,-1,3.77,3.85,2.56
NP_001185879,NA,unconventional myosin-XVI isoform 1,0,0,1,1,-2,-7.28,0.94,2.27,3.83,-0.53
NP_079016,ALG9,"alpha-1,2-mannosyltransferase ALG9 isoform a",3,0,-1,-1,3,-4.5,-1.17,-2.09,3.83,1.95
NP_001264156,NA,leucine-rich repeat-containing G-protein coupled receptor 5 isoform 3 precursor,4,3,-1,-1,2,-6.47,-3.06,-1.27,3.82,1.03
NP_006666,TSPAN9,tetraspanin-9,0,0,0,0,0,0,1.31,2.47,3.82,0.42
NP_116189,C1ORF198,uncharacterized protein C1orf198 isoform 1,4,2,1,0,0,0.5,0.73,1.79,3.81,0.16
NP_777569,NA,protein kish-A precursor,0,0,1,-5,1,-1.87,0.26,-2,3.81,3.12
NP_004963,JAK2,tyrosine-protein kinase JAK2,0,0,1,-1,-1,-0.33,-0.78,0.77,3.8,0.36
NP_004724,SLC33A1,acetyl-coenzyme A transporter 1,4,-1,1,0,0,0,2.5,-0.4,3.8,2.14
NP_005971,S100P,protein S100-P,3,-1,-13,-7,0,-2.93,-1.87,0.03,3.79,0.12
NP_001243353,NA,guanylate cyclase soluble subunit alpha-2 isoform 1,0,1,-2,0,0,-3.28,0.6,0.23,3.79,-0.1
NP_477521,MUCL1,mucin-like protein 1 precursor,3,0,-6,-11,-6,4.85,7.09,-0.08,3.79,-2.93
NP_115881,JAGN1,protein jagunal homolog 1,5,5,-7,-2,4,-7.05,0.36,-0.96,3.78,-1.47
NP_004111,GBP2,interferon-induced guanylate-binding protein 2,4,2,3,-1,0,-2.64,0.87,-0.43,3.78,-0.53
NP_055569,PTDSS1,phosphatidylserine synthase 1,4,0,-1,0,0,-2.45,-1.54,-2.57,3.77,0.54
NP_004569,RAB4A,ras-related protein Rab-4A isoform 1,4,0,0,-1,0,-0.55,0.27,0.24,3.75,-0.31
NP_001092885,NA,nuclear envelope pore membrane protein POM 121C,3,1,0,0,1,-0.23,0.33,-0.62,3.74,-0.3
NP_060945,TMEM165,transmembrane protein 165 precursor,4,-1,0,-1,0,-1.93,1.27,-2.15,3.73,0.69
NP_001007795,CEPT1,choline/ethanolaminephosphotransferase 1,0,0,-1,-2,2,-2.41,0,0,3.73,-0.6
NP_002215,ITPR3,"inositol 1,4,5-trisphosphate receptor type 3",4,1,-1,-2,2,-2.55,-0.14,-1.99,3.73,1.5
NP_940862,GBP6,guanylate-binding protein 6,4,-1,3,-1,1,-3.46,-0.74,-0.33,3.73,0.96
NP_067007,C6ORF47,uncharacterized protein C6orf47,4,0,-9,0,5,-6.47,-1.92,-1.16,3.73,1.54
NP_848656,NA,cTAGE family member 6,3,0,-4,-2,3,-4.75,-0.46,-1.33,3.72,1.34
NP_057525,CRIM1,cysteine-rich motor neuron 1 protein precursor,-1,2,0,0,0,0,0,0,3.71,3.41
NP_055965,RFTN1,raftlin,4,0,0,-1,1,-2.53,-2.52,0.37,3.71,0.11
NP_569056,NA,protein MRVI1 isoform d,2,1,-1,-1,1,-2.71,-0.65,1.68,3.71,2.46
NP_510880,MYO18A,unconventional myosin-XVIIIa isoform a,4,1,0,0,-1,-0.76,-0.34,-0.08,3.7,-0.15
NP_055750,PLEKHA6,pleckstrin homology domain-containing family A member 6,4,2,1,0,2,-0.29,-1.33,-1.58,3.69,0.2
NP_001137544,UBAC2,ubiquitin-associated domain-containing protein 2 isoform 1 precursor,2,1,-1,-2,2,-0.07,0.31,-0.89,3.69,-1.51
NP_056183,PANX1,pannexin-1,4,2,-1,0,1,-1.8,2.43,0.21,3.68,-0.33
NP_689823,C1ORF65,uncharacterized protein C1orf65,-1,3,-12,1,-1,-9.76,-0.59,-0.38,3.68,0.48
NP_001129490,EPHX1,epoxide hydrolase 1 precursor,3,1,0,-2,4,-0.75,0.19,-3.24,3.68,-0.5
NP_066301,SNTB1,beta-1-syntrophin,3,2,3,0,-2,1.37,-0.61,0.64,3.67,-0.17
NP_115784,BAZ1B,tyrosine-protein kinase BAZ1B,4,2,-1,1,-1,-0.2,0.2,-1.6,3.67,0.39
NP_001816,CKMT2,"creatine kinase S-type, mitochondrial precursor",3,0,1,-1,3,-0.9,-3.28,-1.97,3.66,0.34
NP_001073921,GPR108,protein GPR108 precursor,3,0,0,-1,4,-8.13,0.82,-1.04,3.66,-1.05
NP_004870,EI24,etoposide-induced protein 2.4 homolog isoform 1,2,0,0,-3,2,-2.62,0.99,-0.19,3.66,0.41
NP_573571,WIPF2,WAS/WASL-interacting protein family member 2,4,0,-2,2,3,-1.24,0.14,0.39,3.64,-0.9
NP_001329,NA,coxsackievirus and adenovirus receptor isoform 1 precursor,3,3,2,-4,0,0,1.18,-1.27,3.64,-0.99
NP_006816,CKAP4,cytoskeleton-associated protein 4,4,3,-1,-1,3,-2.04,1.08,-0.18,3.64,0.79
NP_001172014,NA,potassium-transporting ATPase alpha chain 2 isoform 1,5,1,3,-2,2,-3.47,1.57,0.06,3.64,0.2
NP_055543,FRMPD4,FERM and PDZ domain-containing protein 4,-3,3,0,0,0,0.33,-1.26,0.65,3.64,-2.71
NP_776155,FUNDC1,FUN14 domain-containing protein 1,3,-2,0,0,2,0.78,-0.15,-2.36,3.64,-0.6
NP_004290,ABCB7,"ATP-binding cassette sub-family B member 7, mitochondrial isoform 1",2,-2,-1,-2,3,-1.48,-1.57,-1.56,3.63,-0.43
NP_060639,C12ORF35,uncharacterized protein KIAA1551,0,0,0,0,0,-1.03,0,0,3.62,-0.48
NP_002222,CD82,CD82 antigen isoform 1,3,2,-5,-4,0,0,-3.06,-1.96,3.62,-2.32
NP_002941,RPN1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 precursor,3,2,0,-2,2,-3.19,0.22,-1.42,3.61,0.96
NP_001265227,NA,collagen alpha-5(VI) chain isoform 1 precursor,0,1,-4,-1,0,0,-2.31,3.98,3.61,-1.34
NP_001153705,ATP1A1,sodium/potassium-transporting ATPase subunit alpha-1 isoform c,4,1,2,-2,2,-3.51,0.8,-0.53,3.6,0.52
NP_005619,SLC1A5,neutral amino acid transporter B(0) isoform 1,2,2,3,-1,2,-2.06,-0.16,-1.8,3.59,-0.61
NP_055690,KIF14,kinesin-like protein KIF14,2,2,-1,0,0,-2.6,1.04,-8.01,3.59,-1.76
NP_116321,RAB11FIP4,rab11 family-interacting protein 4,2,1,-4,2,0,-0.07,-0.57,-2.77,3.59,-1.83
NP_005207,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit precursor,4,3,2,-2,0,-2.27,1.4,-0.92,3.58,-0.71
NP_057083,ADIPOR1,adiponectin receptor protein 1,3,0,-2,-2,3,-0.06,0.28,-3.21,3.58,2.29
NP_002011,FLT4,vascular endothelial growth factor receptor 3 isoform 2 precursor,1,1,3,0,-3,2.66,1.51,1.87,3.57,-4.16
NP_000693,ATP1A2,sodium/potassium-transporting ATPase subunit alpha-2 proprotein,4,1,2,-2,2,-3.07,0.84,-0.11,3.57,0.23
NP_001243142,NA,sodium/potassium-transporting ATPase subunit alpha-3 isoform 2,4,1,2,-2,2,-2.8,0.93,-0.29,3.57,-0.18
NP_757345,TAPBP,tapasin isoform 2 precursor,4,-1,3,-2,0,-6.53,-0.27,-3.59,3.57,-1.03
NP_002069,GOLGA4,Golgin subfamily A member 4 isoform 2,4,1,0,-1,2,0.14,0.07,-0.63,3.56,0.31
NP_001166184,NA,Golgin subfamily A member 4 isoform 1,4,1,0,-1,2,0.17,0.09,-0.63,3.56,0.31
NP_061332,BCAP29,B-cell receptor-associated protein 29 isoform b,4,2,-2,-1,2,-2.15,2.44,-0.3,3.56,2.16
NP_004286,TRAF4,TNF receptor-associated factor 4,4,0,-1,0,-2,-1.26,-0.43,-2.39,3.55,-0.36
NP_077274,MBOAT7,lysophospholipid acyltransferase 7 isoform 1,3,2,-3,-1,3,-2.43,1.46,0.35,3.55,2.15
NP_001153242,SLC39A11,zinc transporter ZIP11 isoform 1,3,2,-2,0,1,-1.88,-1.3,-0.15,3.53,-2.32
NP_631916,SLC39A11,zinc transporter ZIP11 isoform 2,3,2,-2,0,1,-1.88,-1.3,-0.15,3.53,-2.32
NP_057591,CDK12,cyclin-dependent kinase 12 isoform 1,3,-1,-1,1,2,-1.22,-0.49,-0.32,3.53,-0.36
NP_001229971,NA,"HLA class I histocompatibility antigen, Cw-1 alpha chain precursor",4,0,1,-2,0,-5.91,-0.03,-1.08,3.51,-2.45
NP_001335,DAD1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,4,1,-2,-3,1,-2.06,-0.96,-2.53,3.49,1.88
NP_596870,TTN,titin isoform novex-3,4,-1,-6,0,1,-5.21,-2.2,-0.74,3.48,-0.44
NP_112178,PVRL4,poliovirus receptor-related protein 4 precursor,4,0,0,-2,1,-1.77,1.27,-2.14,3.47,-0.28
NP_006045,RTN3,reticulon-3 isoform a,3,0,-1,1,2,-1.92,-0.58,-0.86,3.47,0.9
NP_078913,GAL3ST4,galactose-3-O-sulfotransferase 4,2,1,0,0,0,0,0,0,3.47,-0.07
NP_002942,RPN2,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform 1 precursor,4,1,0,-2,2,-3.47,0.86,-1.39,3.46,1.73
NP_996734,RTN1,reticulon-1 isoform C,3,0,-3,-2,1,-2.83,-2.42,-0.86,3.45,0.78
NP_065723,S100A14,protein S100-A14,3,0,-5,-1,4,-1.48,0.65,-1.92,3.45,1.31
NP_003253,SEC62,translocation protein SEC62,3,1,-3,-2,1,-5.01,1.92,-0.26,3.45,2.61
NP_078828,LASS4,ceramide synthase 4,5,-1,-7,0,5,-3.65,-5.19,-2.11,3.45,-0.35
NP_116254,TNS4,tensin-4 precursor,6,1,2,1,0,0,0,0,3.44,-0.17
NP_689947,C6ORF89,bombesin receptor-activated protein C6orf89,3,-2,-3,1,1,-6.2,0,0,3.44,4.68
NP_055749,DZIP1,zinc finger protein DZIP1 isoform 1,1,0,-3,-2,0,0,-7.14,-7.17,3.44,0.56
NP_006375,CIB1,calcium and integrin-binding protein 1 isoform b,3,1,1,2,-1,2.22,2.06,-0.53,3.44,-1.37
NP_002108,NA,"HLA class I histocompatibility antigen, Cw-1 alpha chain precursor",4,0,1,-2,0,-6.01,-0.03,-1.49,3.43,-2.39
NP_001230894,NA,"major histocompatibility complex, class II, DR beta 1 precursor",1,1,5,-1,-3,-0.92,-1.36,0.93,3.43,-3.24
NP_001165883,NA,vang-like protein 1 isoform 1,1,0,0,0,3,-0.9,0.22,-0.28,3.43,-0.75
NP_689630,TMEM68,transmembrane protein 68,2,2,0,0,0,0,0.52,-0.78,3.42,1.27
NP_001033073,SLC38A10,putative sodium-coupled neutral amino acid transporter 10 isoform a,3,0,-1,-1,0,-2.72,-0.03,-1.61,3.42,0.84
NP_056325,DHRS7B,dehydrogenase/reductase SDR family member 7B,3,1,-1,-1,3,-0.2,0.31,-0.23,3.41,-1.39
NP_543011,C20ORF108,protein FAM210B,4,0,-1,-2,5,-3.06,-0.08,-3.61,3.4,2.86
NP_982278,PPAPDC2,presqualene diphosphate phosphatase,0,0,0,0,4,-4.17,0,0,3.4,-1.87
NP_443174,GBP5,guanylate-binding protein 5,3,-1,3,-1,1,-3.63,0.07,-2.59,3.4,-2.24
NP_055730,ANKRD26,ankyrin repeat domain-containing protein 26 isoform 1,3,0,-3,-1,1,-6.5,0.65,-0.78,3.39,0.07
NP_055917,NPHP4,nephrocystin-4,0,0,1,1,-1,-0.25,0,0,3.39,-5.42
NP_001007596,C2CD4B,C2 calcium-dependent domain-containing protein 4B,0,0,1,1,0,0.14,0,0,3.39,-5.42
NP_001265319,NA,sodium-coupled neutral amino acid transporter 1 isoform 2,1,8,0,0,5,-2.48,-0.4,1.16,3.39,3.1
NP_000681,ALDH2,"aldehyde dehydrogenase, mitochondrial isoform 1 precursor",4,-3,1,0,0,1.43,-0.52,-0.18,3.38,-2.51
NP_006508,NA,monocarboxylate transporter 8,5,2,-3,0,0,0,-1.39,-0.09,3.38,-0.3
XP_003846524,NA,PREDICTED: ADP-ribosylation factor-like protein 17-like,3,1,-9,0,2,-3.7,-0.87,-0.74,3.38,1.2
NP_115950,NA,UPF0193 protein EVG1 isoform 1,2,-1,-5,0,-1,-0.11,1.21,-0.2,3.38,-2.29
NP_665906,HMGA1,high mobility group protein HMG-I/HMG-Y isoform a,2,-4,2,1,0,-2.65,-4.37,-6.32,3.38,3.34
NP_008858,ST3GAL2,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2, 3-sialyltransferase 2",6,2,-2,0,-1,-0.76,0.34,1.4,3.38,-2.36
NP_001092688,RAD51AP2,RAD51-associated protein 2,-8,2,-1,0,0,0,-2.04,-0.63,3.37,-1.24
NP_001009923,NA,transmembrane protein 230 isoform 1,3,0,0,-1,2,-2.75,2.62,-0.98,3.37,2.53
NP_663612,APOL2,apolipoprotein L2,4,-1,1,-1,1,-2.52,0.66,-0.08,3.37,-0.05
NP_006251,DNAJC3,dnaJ homolog subfamily C member 3 precursor,3,1,1,-1,0,-0.73,1.14,-0.3,3.36,0.08
NP_001026881,ERGIC1,endoplasmic reticulum-Golgi intermediate compartment protein 1,3,-2,-4,-3,3,-3.42,-4.54,-3.02,3.36,1.97
NP_037470,ALG5,dolichyl-phosphate beta-glucosyltransferase isoform 1,3,1,0,-2,3,-0.71,0.2,-1.1,3.36,1.33
NP_060573,LRRC8D,leucine-rich repeat-containing protein 8D,4,1,-2,-1,2,-2.46,-8.58,-3.59,3.35,-0.78
NP_056385,AUTS2,autism susceptibility gene 2 protein isoform 1,2,2,-8,3,2,-0.03,-2.28,-1.01,3.35,-0.05
NP_002988,SDC1,syndecan-1 precursor,2,2,-1,-1,4,-1.54,-0.95,0.67,3.35,1.62
NP_000484,COL10A1,collagen alpha-1(X) chain precursor,4,0,-3,-1,1,-2.31,-0.98,-0.73,3.35,3.55
NP_001441,FHL2,four and a half LIM domains protein 2,3,1,-1,-1,0,1.01,-0.69,2.22,3.34,0.88
NP_001004127,NA,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",3,0,-1,-2,3,-0.5,-1.08,0.17,3.34,0.57
NP_061963,KIAA1383,microtubule-associated protein 10,0,0,0,0,0,0,0,0,3.34,1.05
NP_054760,SPCS1,signal peptidase complex subunit 1,5,0,0,-2,2,-3.15,-0.41,-0.53,3.34,2.52
NP_006311,NA,membrane-associated progesterone receptor component 2,3,0,-1,-2,0,-3.6,-0.27,0.77,3.33,0.99
NP_001252518,NA,reticulon-3 isoform e,3,0,-1,1,2,-1.92,-0.08,-0.95,3.33,0.1
NP_067066,C6ORF115,costars family protein ABRACL,1,-1,3,0,-1,-0.79,2.45,-1.35,3.32,0.11
NP_060309,LPCAT2,lysophosphatidylcholine acyltransferase 2,3,3,2,-2,0,-1.08,3.58,0.81,3.31,1.08
NP_004405,RCAN1,calcipressin-1 isoform a,4,1,-1,1,-1,1.72,-1.59,-0.52,3.31,-0.44
NP_003238,THBS2,thrombospondin-2 precursor,4,-1,-1,0,3,0.96,-3.47,2.87,3.31,0.82
NP_001248394,NA,disintegrin and metalloproteinase domain-containing protein 15 isoform 8 preproprotein,2,2,0,-2,1,-1.35,1.63,-0.41,3.3,-1.27
NP_001004439,ITGA11,integrin alpha-11 precursor,3,1,-2,-1,1,0.64,-1.32,2.62,3.3,1.56
NP_940684,PTPLB,very-long-chain (3R)-3-hydroxyacyl,4,1,-9,0,4,-6.97,-2.95,-4.32,3.3,1.98
NP_660310,C6ORF57,UPF0369 protein C6orf57 precursor,2,2,-1,2,0,-1.46,0.99,0.11,3.3,0.48
NP_056487,NA,RIMS-binding protein 3A,1,0,-8,1,0,0,0,0,3.3,-5.21
NP_003304,TSTA3,GDP-L-fucose synthase,2,2,-2,-2,3,0.51,1.53,-0.68,3.29,-0.22
NP_002637,PIK3C2B,phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,3,1,-1,0,1,-0.55,0.14,-0.65,3.28,0.34
NP_005859,BET1,BET1 homolog,4,1,-1,-1,0,0.9,-0.52,-0.12,3.28,-0.75
NP_005507,HLA-E,"HLA class I histocompatibility antigen, alpha chain E precursor",4,0,2,-1,1,-3.61,-0.7,-1.16,3.28,-1.69
NP_005587,NFIB,nuclear factor 1 B-type isoform 3,3,0,4,-1,0,-1.9,-1.29,1.18,3.28,-1.69
NP_940918,GALNTL4,polypeptide N-acetylgalactosaminyltransferase 18,3,2,-7,-1,2,-0.76,-0.5,-1.78,3.27,-1.42
NP_758441,CTAGE1,cTAGE family member 2 isoform 1,3,1,-3,-2,2,-2.55,-0.52,-1.17,3.27,1.3
NP_006818,TMED10,transmembrane emp24 domain-containing protein 10 precursor,3,0,1,-1,1,-0.84,0.7,-1.23,3.27,-0.46
NP_001034761,YIF1B,protein YIF1B isoform 5,1,0,1,-1,1,-0.35,-0.61,0.62,3.27,1.03
NP_694983,ZDHHC20,probable palmitoyltransferase ZDHHC20,4,1,-1,2,4,-3.32,0.12,-0.09,3.25,-0.58
NP_031382,LAMB4,laminin subunit beta-4 precursor,0,-3,2,-1,0,0.53,-0.58,1.38,3.25,0.3
NP_005996,WFS1,wolframin,3,1,-4,-1,0,-3.87,-0.73,-0.01,3.25,0.73
NP_002856,RAB2A,ras-related protein Rab-2A isoform a,3,1,-2,2,-1,-0.39,-0.19,-0.29,3.24,-0.59
NP_001136156,ZMYM5,zinc finger MYM-type protein 5 isoform 3,0,0,-1,1,-1,-1.79,-8.37,-7.62,3.24,-2
NP_055557,TM9SF4,transmembrane 9 superfamily member 4 precursor,3,0,0,-2,2,-1.79,0.09,-1.92,3.24,0.36
NP_073732,ELOVL1,elongation of very long chain fatty acids protein 1 isoform 1,3,1,3,1,1,-7.03,1.39,-1.67,3.24,0.38
NP_776152,PDZD8,PDZ domain-containing protein 8,1,0,-2,1,2,-0.07,-0.5,0.32,3.23,-0.68
NP_060197,TMEM214,transmembrane protein 214 isoform 1,3,1,0,-1,2,-2.6,-0.51,-0.14,3.23,1.41
NP_001138424,SDK2,protein sidekick-2 precursor,0,0,-1,1,0,0,-1.46,-0.86,3.23,-5.85
NP_001028774,MTUS2,microtubule-associated tumor suppressor candidate 2 isoform a,0,-1,-6,-1,-1,-2.34,-5.63,-4.48,3.23,-0.78
NP_653300,ATP1A4,sodium/potassium-transporting ATPase subunit alpha-4 isoform 1,4,1,3,-2,2,-2.49,1.09,-0.22,3.23,0.23
NP_001177666,NA,nuclear factor 1 B-type isoform 1,3,0,4,0,0,-1.9,-1.29,1.18,3.23,-1.68
NP_852662,CMTM4,CKLF-like MARVEL transmembrane domain-containing protein 4 isoform 2,0,0,0,0,0,0,1.33,0.61,3.23,0.59
NP_065074,PAK7,serine/threonine-protein kinase PAK 7,2,0,-2,2,0,1.79,-0.18,0.14,3.22,-2.77
NP_700356,LRIG3,leucine-rich repeats and immunoglobulin-like domains protein 3 isoform 2 precursor,4,0,0,0,0,0,0,0,3.22,-0.47
NP_000072,LYST,lysosomal-trafficking regulator,3,0,0,-2,-1,0.98,1.11,1.33,3.22,0.13
NP_000035,AR,androgen receptor isoform 1,2,0,-3,3,0,1.46,0.39,-0.63,3.22,-0.57
NP_006406,SPTLC1,serine palmitoyltransferase 1 isoform a,3,2,-1,-1,3,-1.25,-0.1,-0.2,3.22,0.31
NP_073737,7-Mar,E3 ubiquitin-protein ligase MARCH7,1,0,-2,1,2,-3.46,0.24,-0.25,3.22,0.38
NP_057673,C3ORF1,translocase of inner mitochondrial membrane domain-containing protein 1 precursor,3,1,-1,0,1,-4.3,-1.49,-2.19,3.21,0.34
NP_570968,CREB3L4,cyclic AMP-responsive element-binding protein 3-like protein 4 isoform 1,4,2,-1,-1,1,-1.8,1.02,-0.73,3.21,-0.38
NP_002292,LDHC,L-lactate dehydrogenase C chain,3,3,-1,0,0,0.91,0.7,0.41,3.2,2.28
NP_057531,MPP6,MAGUK p55 subfamily member 6,2,0,1,-1,-1,0.28,-1.14,0.93,3.2,-1.36
NP_001312,CSRP2,cysteine and glycine-rich protein 2,3,3,0,0,2,4.54,-0.62,5.35,3.2,0.75
NP_079198,CES3,carboxylesterase 3 isoform 1 precursor,5,0,-1,0,4,-6.93,5.72,0,3.2,-0.38
NP_872584,DLC1,rho GTPase-activating protein 7 isoform 1,0,0,-1,0,1,-2.75,-0.83,1.16,3.2,0.23
NP_003496,FZD1,frizzled-1,2,1,-1,0,4,-3.04,-1.55,3.16,3.2,0.74
NP_001035706,LINS1,protein Lines homolog,0,-1,-1,1,0,0,-1.36,2.07,3.2,-1.03
NP_114381,EIF4H,eukaryotic translation initiation factor 4H isoform 2,4,0,-2,1,0,0.31,-0.73,-0.01,3.19,-0.32
NP_660093,NAV2,neuron navigator 2 isoform 2,1,1,1,-1,1,-1.5,1.33,1.15,3.19,-0.19
NP_001104488,NAV2,neuron navigator 2 isoform 3,0,0,1,-1,1,-1.5,1.33,1.15,3.19,-0.19
NP_055109,TRAM1,translocating chain-associated membrane protein 1,4,1,-1,0,-2,-3.99,-0.19,0.03,3.19,0.68
NP_005056,SEL1L,protein sel-1 homolog 1 isoform 1 precursor,3,0,-1,-1,1,-1.71,-0.32,-1.09,3.18,1.66
NP_003155,STX5,syntaxin-5 isoform 1,3,1,-2,1,1,-1.11,0.52,-0.2,3.18,-0.13
NP_001171469,NA,sodium-dependent phosphate transport protein 2B isoform b,3,1,0,0,0,0,-0.51,-1.07,3.18,-3.01
NP_006806,TMED2,transmembrane emp24 domain-containing protein 2 precursor,4,-1,-1,-2,3,-1.73,0.44,-1.65,3.18,2.3
NP_067026,SRPRB,signal recognition particle receptor subunit beta,4,0,1,-1,2,-3.47,1.7,-0.57,3.17,2.38
NP_055567,NA,signal peptidase complex subunit 2,4,1,1,-1,2,-4.36,1.27,-0.65,3.17,2.24
XP_003846510,NA,"PREDICTED: HLA class II histocompatibility antigen, DR beta 3 chain isoform 1",3,1,4,0,-6,-2.3,-1.36,0.93,3.17,-2.59
